forecast_id,corridor_id,section_id,forecast_date,window_start,window_end,expected_train_count,lower_bound,upper_bound,confidence,expected_occupancy_minutes,synthetic_data
FORECAST-000658,COR-05,SEC-15,2026-09-11,2026-09-11T06:00:00,2026-09-11T12:00:00,5,4,6,0.93,110,True
FORECAST-000659,COR-05,SEC-15,2026-09-11,2026-09-11T12:00:00,2026-09-11T18:00:00,7,6,8,0.83,189,True
FORECAST-000660,COR-05,SEC-15,2026-09-11,2026-09-11T18:00:00,2026-09-12T00:00:00,6,5,7,0.86,126,True
FORECAST-000661,COR-01,SEC-01,2026-09-12,2026-09-12T00:00:00,2026-09-12T06:00:00,1,0,2,0.75,25,True
FORECAST-000662,COR-01,SEC-01,2026-09-12,2026-09-12T06:00:00,2026-09-12T12:00:00,1,0,2,0.76,28,True
FORECAST-000663,COR-01,SEC-01,2026-09-12,2026-09-12T12:00:00,2026-09-12T18:00:00,3,1,5,0.73,78,True
FORECAST-000664,COR-01,SEC-01,2026-09-12,2026-09-12T18:00:00,2026-09-13T00:00:00,1,0,2,0.79,20,True
FORECAST-000665,COR-01,SEC-02,2026-09-12,2026-09-12T00:00:00,2026-09-12T06:00:00,3,1,5,0.73,78,True
FORECAST-000666,COR-01,SEC-02,2026-09-12,2026-09-12T06:00:00,2026-09-12T12:00:00,1,0,2,0.76,19,True
FORECAST-000667,COR-01,SEC-02,2026-09-12,2026-09-12T12:00:00,2026-09-12T18:00:00,3,1,5,0.73,69,True
FORECAST-000668,COR-01,SEC-02,2026-09-12,2026-09-12T18:00:00,2026-09-13T00:00:00,3,2,4,0.9,78,True
FORECAST-000669,COR-01,SEC-03,2026-09-12,2026-09-12T00:00:00,2026-09-12T06:00:00,2,1,3,0.8,38,True
FORECAST-000670,COR-01,SEC-03,2026-09-12,2026-09-12T06:00:00,2026-09-12T12:00:00,3,2,4,0.81,84,True
FORECAST-000671,COR-01,SEC-03,2026-09-12,2026-09-12T12:00:00,2026-09-12T18:00:00,4,2,6,0.86,96,True
FORECAST-000672,COR-01,SEC-03,2026-09-12,2026-09-12T18:00:00,2026-09-13T00:00:00,2,1,3,0.76,40,True
FORECAST-000673,COR-02,SEC-04,2026-09-12,2026-09-12T00:00:00,2026-09-12T06:00:00,2,1,3,0.92,56,True
FORECAST-000674,COR-02,SEC-04,2026-09-12,2026-09-12T06:00:00,2026-09-12T12:00:00,4,2,6,0.75,92,True
FORECAST-000675,COR-02,SEC-04,2026-09-12,2026-09-12T12:00:00,2026-09-12T18:00:00,3,2,4,0.85,75,True
FORECAST-000676,COR-02,SEC-04,2026-09-12,2026-09-12T18:00:00,2026-09-13T00:00:00,4,3,5,0.75,80,True
FORECAST-000677,COR-02,SEC-05,2026-09-12,2026-09-12T00:00:00,2026-09-12T06:00:00,4,3,5,0.91,84,True
FORECAST-000678,COR-02,SEC-05,2026-09-12,2026-09-12T06:00:00,2026-09-12T12:00:00,3,2,4,0.8,54,True
FORECAST-000679,COR-02,SEC-05,2026-09-12,2026-09-12T12:00:00,2026-09-12T18:00:00,0,0,1,0.94,0,True
FORECAST-000680,COR-02,SEC-05,2026-09-12,2026-09-12T18:00:00,2026-09-13T00:00:00,1,0,3,0.93,28,True
FORECAST-000681,COR-02,SEC-06,2026-09-12,2026-09-12T00:00:00,2026-09-12T06:00:00,2,0,4,0.89,48,True
FORECAST-000682,COR-02,SEC-06,2026-09-12,2026-09-12T06:00:00,2026-09-12T12:00:00,2,0,4,0.86,48,True
FORECAST-000683,COR-02,SEC-06,2026-09-12,2026-09-12T12:00:00,2026-09-12T18:00:00,4,2,6,0.93,88,True
FORECAST-000684,COR-02,SEC-06,2026-09-12,2026-09-12T18:00:00,2026-09-13T00:00:00,3,2,4,0.73,54,True
FORECAST-000685,COR-03,SEC-07,2026-09-12,2026-09-12T00:00:00,2026-09-12T06:00:00,2,1,3,0.93,48,True
FORECAST-000686,COR-03,SEC-07,2026-09-12,2026-09-12T06:00:00,2026-09-12T12:00:00,1,0,2,0.82,25,True
FORECAST-000687,COR-03,SEC-07,2026-09-12,2026-09-12T12:00:00,2026-09-12T18:00:00,4,3,5,0.88,88,True
FORECAST-000688,COR-03,SEC-07,2026-09-12,2026-09-12T18:00:00,2026-09-13T00:00:00,4,3,5,0.75,80,True
FORECAST-000689,COR-03,SEC-08,2026-09-12,2026-09-12T00:00:00,2026-09-12T06:00:00,2,1,3,0.88,42,True
FORECAST-000690,COR-03,SEC-08,2026-09-12,2026-09-12T06:00:00,2026-09-12T12:00:00,1,0,2,0.75,23,True
FORECAST-000691,COR-03,SEC-08,2026-09-12,2026-09-12T12:00:00,2026-09-12T18:00:00,2,1,3,0.91,38,True
FORECAST-000692,COR-03,SEC-08,2026-09-12,2026-09-12T18:00:00,2026-09-13T00:00:00,4,2,6,0.82,100,True
FORECAST-000693,COR-03,SEC-09,2026-09-12,2026-09-12T00:00:00,2026-09-12T06:00:00,2,1,3,0.89,48,True
FORECAST-000694,COR-03,SEC-09,2026-09-12,2026-09-12T06:00:00,2026-09-12T12:00:00,0,0,1,0.82,0,True
FORECAST-000695,COR-03,SEC-09,2026-09-12,2026-09-12T12:00:00,2026-09-12T18:00:00,1,0,2,0.85,26,True
FORECAST-000696,COR-03,SEC-09,2026-09-12,2026-09-12T18:00:00,2026-09-13T00:00:00,3,2,4,0.82,57,True
FORECAST-000697,COR-04,SEC-10,2026-09-12,2026-09-12T00:00:00,2026-09-12T06:00:00,3,2,4,0.87,66,True
FORECAST-000698,COR-04,SEC-10,2026-09-12,2026-09-12T06:00:00,2026-09-12T12:00:00,0,0,1,0.89,0,True
FORECAST-000699,COR-04,SEC-10,2026-09-12,2026-09-12T12:00:00,2026-09-12T18:00:00,3,2,4,0.79,60,True
FORECAST-000700,COR-04,SEC-10,2026-09-12,2026-09-12T18:00:00,2026-09-13T00:00:00,0,0,1,0.88,0,True
FORECAST-000701,COR-04,SEC-11,2026-09-12,2026-09-12T00:00:00,2026-09-12T06:00:00,0,0,1,0.81,0,True
FORECAST-000702,COR-04,SEC-11,2026-09-12,2026-09-12T06:00:00,2026-09-12T12:00:00,1,0,2,0.83,28,True
FORECAST-000703,COR-04,SEC-11,2026-09-12,2026-09-12T12:00:00,2026-09-12T18:00:00,2,1,3,0.8,36,True
FORECAST-000704,COR-04,SEC-11,2026-09-12,2026-09-12T18:00:00,2026-09-13T00:00:00,4,3,5,0.79,108,True
FORECAST-000705,COR-04,SEC-12,2026-09-12,2026-09-12T00:00:00,2026-09-12T06:00:00,3,2,4,0.87,81,True
FORECAST-000706,COR-04,SEC-12,2026-09-12,2026-09-12T06:00:00,2026-09-12T12:00:00,3,1,5,0.87,60,True
FORECAST-000707,COR-04,SEC-12,2026-09-12,2026-09-12T12:00:00,2026-09-12T18:00:00,0,0,2,0.77,0,True
FORECAST-000708,COR-04,SEC-12,2026-09-12,2026-09-12T18:00:00,2026-09-13T00:00:00,2,1,3,0.76,48,True
FORECAST-000709,COR-05,SEC-13,2026-09-12,2026-09-12T00:00:00,2026-09-12T06:00:00,4,3,5,0.87,84,True
FORECAST-000710,COR-05,SEC-13,2026-09-12,2026-09-12T06:00:00,2026-09-12T12:00:00,5,4,6,0.94,115,True
FORECAST-000711,COR-05,SEC-13,2026-09-12,2026-09-12T12:00:00,2026-09-12T18:00:00,7,6,8,0.91,140,True
FORECAST-000712,COR-05,SEC-13,2026-09-12,2026-09-12T18:00:00,2026-09-13T00:00:00,3,2,4,0.8,78,True
FORECAST-000713,COR-05,SEC-14,2026-09-12,2026-09-12T00:00:00,2026-09-12T06:00:00,3,2,4,0.81,78,True
FORECAST-000714,COR-05,SEC-14,2026-09-12,2026-09-12T06:00:00,2026-09-12T12:00:00,7,6,8,0.77,196,True
FORECAST-000715,COR-05,SEC-14,2026-09-12,2026-09-12T12:00:00,2026-09-12T18:00:00,5,3,7,0.8,105,True
FORECAST-000716,COR-05,SEC-14,2026-09-12,2026-09-12T18:00:00,2026-09-13T00:00:00,3,2,4,0.9,63,True
FORECAST-000717,COR-05,SEC-15,2026-09-12,2026-09-12T00:00:00,2026-09-12T06:00:00,6,5,7,0.74,156,True
FORECAST-000718,COR-05,SEC-15,2026-09-12,2026-09-12T06:00:00,2026-09-12T12:00:00,3,2,4,0.88,72,True
FORECAST-000719,COR-05,SEC-15,2026-09-12,2026-09-12T12:00:00,2026-09-12T18:00:00,7,5,9,0.91,182,True
FORECAST-000720,COR-05,SEC-15,2026-09-12,2026-09-12T18:00:00,2026-09-13T00:00:00,4,2,6,0.8,96,True
FORECAST-000721,COR-01,SEC-01,2026-09-13,2026-09-13T00:00:00,2026-09-13T06:00:00,1,0,2,0.75,20,True
FORECAST-000722,COR-01,SEC-01,2026-09-13,2026-09-13T06:00:00,2026-09-13T12:00:00,2,1,3,0.73,52,True
FORECAST-000723,COR-01,SEC-01,2026-09-13,2026-09-13T12:00:00,2026-09-13T18:00:00,2,1,3,0.74,42,True
FORECAST-000724,COR-01,SEC-01,2026-09-13,2026-09-13T18:00:00,2026-09-14T00:00:00,3,1,5,0.8,84,True
FORECAST-000725,COR-01,SEC-02,2026-09-13,2026-09-13T00:00:00,2026-09-13T06:00:00,4,2,6,0.93,96,True
FORECAST-000726,COR-01,SEC-02,2026-09-13,2026-09-13T06:00:00,2026-09-13T12:00:00,4,3,5,0.86,88,True
FORECAST-000727,COR-01,SEC-02,2026-09-13,2026-09-13T12:00:00,2026-09-13T18:00:00,3,1,5,0.76,57,True
FORECAST-000728,COR-01,SEC-02,2026-09-13,2026-09-13T18:00:00,2026-09-14T00:00:00,1,0,3,0.8,24,True
FORECAST-000729,COR-01,SEC-03,2026-09-13,2026-09-13T00:00:00,2026-09-13T06:00:00,0,0,2,0.78,0,True
FORECAST-000730,COR-01,SEC-03,2026-09-13,2026-09-13T06:00:00,2026-09-13T12:00:00,4,3,5,0.81,88,True
FORECAST-000731,COR-01,SEC-03,2026-09-13,2026-09-13T12:00:00,2026-09-13T18:00:00,4,3,5,0.84,92,True
FORECAST-000732,COR-01,SEC-03,2026-09-13,2026-09-13T18:00:00,2026-09-14T00:00:00,4,2,6,0.85,108,True
FORECAST-000733,COR-02,SEC-04,2026-09-13,2026-09-13T00:00:00,2026-09-13T06:00:00,2,1,3,0.77,52,True
FORECAST-000734,COR-02,SEC-04,2026-09-13,2026-09-13T06:00:00,2026-09-13T12:00:00,2,0,4,0.83,36,True
FORECAST-000735,COR-02,SEC-04,2026-09-13,2026-09-13T12:00:00,2026-09-13T18:00:00,4,3,5,0.88,72,True
FORECAST-000736,COR-02,SEC-04,2026-09-13,2026-09-13T18:00:00,2026-09-14T00:00:00,3,2,4,0.77,78,True
FORECAST-000737,COR-02,SEC-05,2026-09-13,2026-09-13T00:00:00,2026-09-13T06:00:00,3,2,4,0.93,84,True
FORECAST-000738,COR-02,SEC-05,2026-09-13,2026-09-13T06:00:00,2026-09-13T12:00:00,4,3,5,0.92,108,True
FORECAST-000739,COR-02,SEC-05,2026-09-13,2026-09-13T12:00:00,2026-09-13T18:00:00,0,0,1,0.82,0,True
FORECAST-000740,COR-02,SEC-05,2026-09-13,2026-09-13T18:00:00,2026-09-14T00:00:00,0,0,1,0.81,0,True
FORECAST-000741,COR-02,SEC-06,2026-09-13,2026-09-13T00:00:00,2026-09-13T06:00:00,4,3,5,0.74,104,True
FORECAST-000742,COR-02,SEC-06,2026-09-13,2026-09-13T06:00:00,2026-09-13T12:00:00,2,1,3,0.85,56,True
FORECAST-000743,COR-02,SEC-06,2026-09-13,2026-09-13T12:00:00,2026-09-13T18:00:00,3,2,4,0.87,84,True
FORECAST-000744,COR-02,SEC-06,2026-09-13,2026-09-13T18:00:00,2026-09-14T00:00:00,1,0,2,0.94,20,True
FORECAST-000745,COR-03,SEC-07,2026-09-13,2026-09-13T00:00:00,2026-09-13T06:00:00,4,3,5,0.81,108,True
FORECAST-000746,COR-03,SEC-07,2026-09-13,2026-09-13T06:00:00,2026-09-13T12:00:00,1,0,2,0.81,20,True
FORECAST-000747,COR-03,SEC-07,2026-09-13,2026-09-13T12:00:00,2026-09-13T18:00:00,3,2,4,0.82,57,True
FORECAST-000748,COR-03,SEC-07,2026-09-13,2026-09-13T18:00:00,2026-09-14T00:00:00,4,3,5,0.77,92,True
FORECAST-000749,COR-03,SEC-08,2026-09-13,2026-09-13T00:00:00,2026-09-13T06:00:00,1,0,3,0.92,19,True
FORECAST-000750,COR-03,SEC-08,2026-09-13,2026-09-13T06:00:00,2026-09-13T12:00:00,2,1,3,0.94,54,True
FORECAST-000751,COR-03,SEC-08,2026-09-13,2026-09-13T12:00:00,2026-09-13T18:00:00,1,0,2,0.87,23,True
FORECAST-000752,COR-03,SEC-08,2026-09-13,2026-09-13T18:00:00,2026-09-14T00:00:00,2,1,3,0.76,46,True
FORECAST-000753,COR-03,SEC-09,2026-09-13,2026-09-13T00:00:00,2026-09-13T06:00:00,1,0,2,0.9,23,True
FORECAST-000754,COR-03,SEC-09,2026-09-13,2026-09-13T06:00:00,2026-09-13T12:00:00,4,3,5,0.92,92,True
FORECAST-000755,COR-03,SEC-09,2026-09-13,2026-09-13T12:00:00,2026-09-13T18:00:00,4,3,5,0.78,108,True
FORECAST-000756,COR-03,SEC-09,2026-09-13,2026-09-13T18:00:00,2026-09-14T00:00:00,2,0,4,0.87,54,True
FORECAST-000757,COR-04,SEC-10,2026-09-13,2026-09-13T00:00:00,2026-09-13T06:00:00,2,1,3,0.87,46,True
FORECAST-000758,COR-04,SEC-10,2026-09-13,2026-09-13T06:00:00,2026-09-13T12:00:00,4,2,6,0.9,76,True
FORECAST-000759,COR-04,SEC-10,2026-09-13,2026-09-13T12:00:00,2026-09-13T18:00:00,4,3,5,0.84,92,True
FORECAST-000760,COR-04,SEC-10,2026-09-13,2026-09-13T18:00:00,2026-09-14T00:00:00,0,0,1,0.82,0,True
FORECAST-000761,COR-04,SEC-11,2026-09-13,2026-09-13T00:00:00,2026-09-13T06:00:00,1,0,2,0.85,20,True
FORECAST-000762,COR-04,SEC-11,2026-09-13,2026-09-13T06:00:00,2026-09-13T12:00:00,2,1,3,0.79,54,True
FORECAST-000763,COR-04,SEC-11,2026-09-13,2026-09-13T12:00:00,2026-09-13T18:00:00,3,1,5,0.74,54,True
FORECAST-000764,COR-04,SEC-11,2026-09-13,2026-09-13T18:00:00,2026-09-14T00:00:00,3,1,5,0.83,63,True
FORECAST-000765,COR-04,SEC-12,2026-09-13,2026-09-13T00:00:00,2026-09-13T06:00:00,3,2,4,0.73,81,True
FORECAST-000766,COR-04,SEC-12,2026-09-13,2026-09-13T06:00:00,2026-09-13T12:00:00,1,0,2,0.88,25,True
FORECAST-000767,COR-04,SEC-12,2026-09-13,2026-09-13T12:00:00,2026-09-13T18:00:00,0,0,1,0.78,0,True
FORECAST-000768,COR-04,SEC-12,2026-09-13,2026-09-13T18:00:00,2026-09-14T00:00:00,1,0,2,0.84,23,True
FORECAST-000769,COR-05,SEC-13,2026-09-13,2026-09-13T00:00:00,2026-09-13T06:00:00,4,3,5,0.76,72,True
FORECAST-000770,COR-05,SEC-13,2026-09-13,2026-09-13T06:00:00,2026-09-13T12:00:00,7,6,8,0.88,147,True
FORECAST-000771,COR-05,SEC-13,2026-09-13,2026-09-13T12:00:00,2026-09-13T18:00:00,5,4,6,0.91,110,True
FORECAST-000772,COR-05,SEC-13,2026-09-13,2026-09-13T18:00:00,2026-09-14T00:00:00,5,4,6,0.72,120,True
FORECAST-000773,COR-05,SEC-14,2026-09-13,2026-09-13T00:00:00,2026-09-13T06:00:00,7,5,9,0.93,133,True
FORECAST-000774,COR-05,SEC-14,2026-09-13,2026-09-13T06:00:00,2026-09-13T12:00:00,4,3,5,0.74,88,True
FORECAST-000775,COR-05,SEC-14,2026-09-13,2026-09-13T12:00:00,2026-09-13T18:00:00,5,4,6,0.94,110,True
FORECAST-000776,COR-05,SEC-14,2026-09-13,2026-09-13T18:00:00,2026-09-14T00:00:00,6,5,7,0.77,114,True
FORECAST-000777,COR-05,SEC-15,2026-09-13,2026-09-13T00:00:00,2026-09-13T06:00:00,6,4,8,0.75,150,True
FORECAST-000778,COR-05,SEC-15,2026-09-13,2026-09-13T06:00:00,2026-09-13T12:00:00,7,5,9,0.85,189,True
FORECAST-000779,COR-05,SEC-15,2026-09-13,2026-09-13T12:00:00,2026-09-13T18:00:00,6,4,8,0.87,126,True
FORECAST-000780,COR-05,SEC-15,2026-09-13,2026-09-13T18:00:00,2026-09-14T00:00:00,4,2,6,0.82,112,True
FORECAST-000781,COR-01,SEC-01,2026-09-14,2026-09-14T00:00:00,2026-09-14T06:00:00,2,1,3,0.92,44,True
FORECAST-000782,COR-01,SEC-01,2026-09-14,2026-09-14T06:00:00,2026-09-14T12:00:00,3,2,4,0.85,60,True
FORECAST-000783,COR-01,SEC-01,2026-09-14,2026-09-14T12:00:00,2026-09-14T18:00:00,0,0,1,0.74,0,True
FORECAST-000784,COR-01,SEC-01,2026-09-14,2026-09-14T18:00:00,2026-09-15T00:00:00,2,1,3,0.88,40,True
FORECAST-000785,COR-01,SEC-02,2026-09-14,2026-09-14T00:00:00,2026-09-14T06:00:00,1,0,2,0.89,19,True
FORECAST-000786,COR-01,SEC-02,2026-09-14,2026-09-14T06:00:00,2026-09-14T12:00:00,1,0,2,0.78,28,True
FORECAST-000787,COR-01,SEC-02,2026-09-14,2026-09-14T12:00:00,2026-09-14T18:00:00,0,0,2,0.78,0,True
FORECAST-000788,COR-01,SEC-02,2026-09-14,2026-09-14T18:00:00,2026-09-15T00:00:00,3,2,4,0.94,78,True
FORECAST-000789,COR-01,SEC-03,2026-09-14,2026-09-14T00:00:00,2026-09-14T06:00:00,4,3,5,0.85,84,True
FORECAST-000790,COR-01,SEC-03,2026-09-14,2026-09-14T06:00:00,2026-09-14T12:00:00,3,2,4,0.91,63,True
FORECAST-000791,COR-01,SEC-03,2026-09-14,2026-09-14T12:00:00,2026-09-14T18:00:00,3,2,4,0.73,60,True
FORECAST-000792,COR-01,SEC-03,2026-09-14,2026-09-14T18:00:00,2026-09-15T00:00:00,4,3,5,0.73,92,True
FORECAST-000793,COR-02,SEC-04,2026-09-14,2026-09-14T00:00:00,2026-09-14T06:00:00,1,0,2,0.74,19,True
FORECAST-000794,COR-02,SEC-04,2026-09-14,2026-09-14T06:00:00,2026-09-14T12:00:00,3,1,5,0.79,57,True
FORECAST-000795,COR-02,SEC-04,2026-09-14,2026-09-14T12:00:00,2026-09-14T18:00:00,1,0,2,0.9,25,True
FORECAST-000796,COR-02,SEC-04,2026-09-14,2026-09-14T18:00:00,2026-09-15T00:00:00,0,0,1,0.89,0,True
FORECAST-000797,COR-02,SEC-05,2026-09-14,2026-09-14T00:00:00,2026-09-14T06:00:00,3,2,4,0.73,81,True
FORECAST-000798,COR-02,SEC-05,2026-09-14,2026-09-14T06:00:00,2026-09-14T12:00:00,2,0,4,0.77,46,True
FORECAST-000799,COR-02,SEC-05,2026-09-14,2026-09-14T12:00:00,2026-09-14T18:00:00,3,2,4,0.84,69,True
FORECAST-000800,COR-02,SEC-05,2026-09-14,2026-09-14T18:00:00,2026-09-15T00:00:00,0,0,1,0.82,0,True
FORECAST-000801,COR-02,SEC-06,2026-09-14,2026-09-14T00:00:00,2026-09-14T06:00:00,4,2,6,0.82,104,True
FORECAST-000802,COR-02,SEC-06,2026-09-14,2026-09-14T06:00:00,2026-09-14T12:00:00,1,0,2,0.92,20,True
FORECAST-000803,COR-02,SEC-06,2026-09-14,2026-09-14T12:00:00,2026-09-14T18:00:00,0,0,1,0.87,0,True
FORECAST-000804,COR-02,SEC-06,2026-09-14,2026-09-14T18:00:00,2026-09-15T00:00:00,3,1,5,0.75,81,True
FORECAST-000805,COR-03,SEC-07,2026-09-14,2026-09-14T00:00:00,2026-09-14T06:00:00,2,1,3,0.75,40,True
FORECAST-000806,COR-03,SEC-07,2026-09-14,2026-09-14T06:00:00,2026-09-14T12:00:00,1,0,3,0.92,22,True
FORECAST-000807,COR-03,SEC-07,2026-09-14,2026-09-14T12:00:00,2026-09-14T18:00:00,2,0,4,0.93,56,True
FORECAST-000808,COR-03,SEC-07,2026-09-14,2026-09-14T18:00:00,2026-09-15T00:00:00,2,0,4,0.92,48,True
FORECAST-000809,COR-03,SEC-08,2026-09-14,2026-09-14T00:00:00,2026-09-14T06:00:00,2,1,3,0.81,42,True
FORECAST-000810,COR-03,SEC-08,2026-09-14,2026-09-14T06:00:00,2026-09-14T12:00:00,1,0,2,0.74,21,True
FORECAST-000811,COR-03,SEC-08,2026-09-14,2026-09-14T12:00:00,2026-09-14T18:00:00,3,2,4,0.83,75,True
FORECAST-000812,COR-03,SEC-08,2026-09-14,2026-09-14T18:00:00,2026-09-15T00:00:00,4,2,6,0.94,96,True
FORECAST-000813,COR-03,SEC-09,2026-09-14,2026-09-14T00:00:00,2026-09-14T06:00:00,3,2,4,0.86,54,True
FORECAST-000814,COR-03,SEC-09,2026-09-14,2026-09-14T06:00:00,2026-09-14T12:00:00,0,0,2,0.8,0,True
FORECAST-000815,COR-03,SEC-09,2026-09-14,2026-09-14T12:00:00,2026-09-14T18:00:00,4,3,5,0.73,96,True
FORECAST-000816,COR-03,SEC-09,2026-09-14,2026-09-14T18:00:00,2026-09-15T00:00:00,3,2,4,0.92,57,True
FORECAST-000817,COR-04,SEC-10,2026-09-14,2026-09-14T00:00:00,2026-09-14T06:00:00,0,0,1,0.91,0,True
FORECAST-000818,COR-04,SEC-10,2026-09-14,2026-09-14T06:00:00,2026-09-14T12:00:00,4,3,5,0.79,76,True
FORECAST-000819,COR-04,SEC-10,2026-09-14,2026-09-14T12:00:00,2026-09-14T18:00:00,4,3,5,0.88,80,True
FORECAST-000820,COR-04,SEC-10,2026-09-14,2026-09-14T18:00:00,2026-09-15T00:00:00,4,2,6,0.88,84,True
FORECAST-000821,COR-04,SEC-11,2026-09-14,2026-09-14T00:00:00,2026-09-14T06:00:00,2,1,3,0.8,48,True
FORECAST-000822,COR-04,SEC-11,2026-09-14,2026-09-14T06:00:00,2026-09-14T12:00:00,3,2,4,0.8,57,True
FORECAST-000823,COR-04,SEC-11,2026-09-14,2026-09-14T12:00:00,2026-09-14T18:00:00,1,0,3,0.85,20,True
FORECAST-000824,COR-04,SEC-11,2026-09-14,2026-09-14T18:00:00,2026-09-15T00:00:00,3,1,5,0.85,63,True
FORECAST-000825,COR-04,SEC-12,2026-09-14,2026-09-14T00:00:00,2026-09-14T06:00:00,4,2,6,0.78,72,True
FORECAST-000826,COR-04,SEC-12,2026-09-14,2026-09-14T06:00:00,2026-09-14T12:00:00,0,0,1,0.82,0,True
FORECAST-000827,COR-04,SEC-12,2026-09-14,2026-09-14T12:00:00,2026-09-14T18:00:00,3,1,5,0.89,84,True
FORECAST-000828,COR-04,SEC-12,2026-09-14,2026-09-14T18:00:00,2026-09-15T00:00:00,0,0,2,0.87,0,True
FORECAST-000829,COR-05,SEC-13,2026-09-14,2026-09-14T00:00:00,2026-09-14T06:00:00,6,5,7,0.9,162,True
FORECAST-000830,COR-05,SEC-13,2026-09-14,2026-09-14T06:00:00,2026-09-14T12:00:00,6,5,7,0.91,120,True
FORECAST-000831,COR-05,SEC-13,2026-09-14,2026-09-14T12:00:00,2026-09-14T18:00:00,4,3,5,0.84,96,True
FORECAST-000832,COR-05,SEC-13,2026-09-14,2026-09-14T18:00:00,2026-09-15T00:00:00,7,6,8,0.88,140,True
FORECAST-000833,COR-05,SEC-14,2026-09-14,2026-09-14T00:00:00,2026-09-14T06:00:00,6,4,8,0.83,156,True
FORECAST-000834,COR-05,SEC-14,2026-09-14,2026-09-14T06:00:00,2026-09-14T12:00:00,7,5,9,0.9,168,True
FORECAST-000835,COR-05,SEC-14,2026-09-14,2026-09-14T12:00:00,2026-09-14T18:00:00,4,2,6,0.86,104,True
FORECAST-000836,COR-05,SEC-14,2026-09-14,2026-09-14T18:00:00,2026-09-15T00:00:00,4,3,5,0.76,80,True
FORECAST-000837,COR-05,SEC-15,2026-09-14,2026-09-14T00:00:00,2026-09-14T06:00:00,5,4,6,0.8,115,True
FORECAST-000838,COR-05,SEC-15,2026-09-14,2026-09-14T06:00:00,2026-09-14T12:00:00,4,3,5,0.88,92,True
FORECAST-000839,COR-05,SEC-15,2026-09-14,2026-09-14T12:00:00,2026-09-14T18:00:00,6,4,8,0.87,108,True
FORECAST-000840,COR-05,SEC-15,2026-09-14,2026-09-14T18:00:00,2026-09-15T00:00:00,4,2,6,0.89,112,True
FORECAST-000841,COR-01,SEC-01,2026-09-15,2026-09-15T00:00:00,2026-09-15T06:00:00,3,2,4,0.91,57,True
FORECAST-000842,COR-01,SEC-01,2026-09-15,2026-09-15T06:00:00,2026-09-15T12:00:00,1,0,2,0.89,27,True
FORECAST-000843,COR-01,SEC-01,2026-09-15,2026-09-15T12:00:00,2026-09-15T18:00:00,4,2,6,0.87,80,True
FORECAST-000844,COR-01,SEC-01,2026-09-15,2026-09-15T18:00:00,2026-09-16T00:00:00,0,0,1,0.76,0,True
FORECAST-000845,COR-01,SEC-02,2026-09-15,2026-09-15T00:00:00,2026-09-15T06:00:00,3,2,4,0.76,66,True
FORECAST-000846,COR-01,SEC-02,2026-09-15,2026-09-15T06:00:00,2026-09-15T12:00:00,1,0,3,0.78,19,True
FORECAST-000847,COR-01,SEC-02,2026-09-15,2026-09-15T12:00:00,2026-09-15T18:00:00,0,0,2,0.76,0,True
FORECAST-000848,COR-01,SEC-02,2026-09-15,2026-09-15T18:00:00,2026-09-16T00:00:00,4,3,5,0.8,88,True
FORECAST-000849,COR-01,SEC-03,2026-09-15,2026-09-15T00:00:00,2026-09-15T06:00:00,2,0,4,0.93,54,True
FORECAST-000850,COR-01,SEC-03,2026-09-15,2026-09-15T06:00:00,2026-09-15T12:00:00,0,0,1,0.84,0,True
FORECAST-000851,COR-01,SEC-03,2026-09-15,2026-09-15T12:00:00,2026-09-15T18:00:00,2,0,4,0.8,40,True
FORECAST-000852,COR-01,SEC-03,2026-09-15,2026-09-15T18:00:00,2026-09-16T00:00:00,4,2,6,0.81,72,True
FORECAST-000853,COR-02,SEC-04,2026-09-15,2026-09-15T00:00:00,2026-09-15T06:00:00,3,2,4,0.86,57,True
FORECAST-000854,COR-02,SEC-04,2026-09-15,2026-09-15T06:00:00,2026-09-15T12:00:00,1,0,2,0.79,22,True
FORECAST-000855,COR-02,SEC-04,2026-09-15,2026-09-15T12:00:00,2026-09-15T18:00:00,0,0,2,0.91,0,True
FORECAST-000856,COR-02,SEC-04,2026-09-15,2026-09-15T18:00:00,2026-09-16T00:00:00,0,0,1,0.79,0,True
FORECAST-000857,COR-02,SEC-05,2026-09-15,2026-09-15T00:00:00,2026-09-15T06:00:00,1,0,2,0.88,25,True
FORECAST-000858,COR-02,SEC-05,2026-09-15,2026-09-15T06:00:00,2026-09-15T12:00:00,3,2,4,0.73,78,True
FORECAST-000859,COR-02,SEC-05,2026-09-15,2026-09-15T12:00:00,2026-09-15T18:00:00,1,0,3,0.79,25,True
FORECAST-000860,COR-02,SEC-05,2026-09-15,2026-09-15T18:00:00,2026-09-16T00:00:00,4,2,6,0.81,72,True
FORECAST-000861,COR-02,SEC-06,2026-09-15,2026-09-15T00:00:00,2026-09-15T06:00:00,4,3,5,0.92,84,True
FORECAST-000862,COR-02,SEC-06,2026-09-15,2026-09-15T06:00:00,2026-09-15T12:00:00,2,1,3,0.93,48,True
FORECAST-000863,COR-02,SEC-06,2026-09-15,2026-09-15T12:00:00,2026-09-15T18:00:00,1,0,2,0.73,19,True
FORECAST-000864,COR-02,SEC-06,2026-09-15,2026-09-15T18:00:00,2026-09-16T00:00:00,3,2,4,0.93,60,True
